Key,Citation,DOI,Type,Title,Authors,Year,Volume,FirstPage,Publisher
Cohen1996,"Cohen, N., 'Revised Group Additivity Values for Enthalpies of Formation (at 298 K) of Carbon–Hydrogen and Carbon–Hydrogen–Oxygen Compounds', J. Phys. Chem. Ref. Data, 1996, 25, 1411-1481",10.1063/1.555988,journal-article,Revised Group Additivity Values for Enthalpies of Formation (at 298 K) of Carbon–Hydrogen and Carbon–Hydrogen–Oxygen Compounds,Cohen,1996,25,1411,
